iter	Logloss
155	0.00121714298
156	0.001204042151
157	0.001194554722
158	0.001185224536
159	0.0011753246
160	0.001168588218
161	0.001159409923
162	0.001149341577
163	0.00114052461
164	0.001134652882
165	0.001127032994
166	0.001121092883
167	0.001115798691
168	0.001109215965
169	0.001101721114
170	0.001096263818
171	0.001090630587
172	0.00108238106
173	0.001076483103
174	0.001070703537
175	0.001063262923
176	0.001058216053
177	0.001051279779
178	0.001043845876
179	0.001038908925
180	0.001032814124
181	0.001026950602
182	0.001021095232
183	0.001016095176
184	0.001010234666
185	0.001005676824
186	0.0009990220959
187	0.0009929612406
188	0.0009882427295
189	0.0009818376448
190	0.0009789905783
191	0.0009745924422
192	0.0009691215031
193	0.000964740596
194	0.0009584320604
195	0.0009526352881
196	0.0009479433919
197	0.000943024792
198	0.0009389049739
199	0.0009340135682
200	0.0009300825135
201	0.0009254151784
202	0.0009217737572
203	0.0009169082493
204	0.0009122787876
205	0.0009086818251
206	0.0009040560506
207	0.0008996439136
208	0.0008960830087
209	0.0008917046629
210	0.000887991748
211	0.0008879523664
212	0.0008879708363
213	0.0008879688328
214	0.0008836125939
215	0.0008824143596
216	0.0008815116442
217	0.000877417873
218	0.0008732762041
219	0.0008690766266
220	0.0008666875916
221	0.0008666914734
222	0.0008625467378
223	0.0008625467378
224	0.0008606173448
225	0.0008564368521
226	0.0008527518611
227	0.0008486076308
228	0.0008450342722
229	0.0008410357866
230	0.0008410644619
231	0.0008371006119
232	0.000833614412
233	0.0008300118088
234	0.0008260785752
235	0.000822564952
236	0.0008188091481
237	0.0008152841869
238	0.0008117533472
239	0.0008083489726
240	0.0008046195901
241	0.0008012929203
242	0.0007978275079
243	0.0007945759016
244	0.000790980379
245	0.0007878364675
246	0.0007845697847
247	0.0007812732301
248	0.0007780152947
249	0.0007746899464
250	0.0007716949838
251	0.0007684796969
252	0.0007651597206
253	0.0007623764423
254	0.0007592777362
255	0.0007561038971
256	0.0007530772541
257	0.0007502384406
258	0.0007472550677
259	0.0007443664794
260	0.000741830641
261	0.0007388737967
262	0.0007389058529
263	0.0007388967119
264	0.0007383839366
265	0.0007370576651
266	0.0007348490273
267	0.0007327774415
268	0.0007300343587
269	0.000727138889
270	0.0007248024576
271	0.0007234667262
272	0.0007234626565
273	0.0007208463656
274	0.0007181813004
275	0.0007152955866
276	0.0007153136182
277	0.0007130927703
278	0.0007104799161
279	0.0007091330402
280	0.0007078704497
281	0.0007059191376
282	0.0007041693724
283	0.0007042006148
284	0.0007017019612
285	0.0007015550783
286	0.000700520381
287	0.0007004702931
288	0.0007004888882
289	0.0006980828915
290	0.000698043823
291	0.0006980751905
292	0.0006980401916
293	0.0006959381842
294	0.0006942137135
295	0.0006925860947
296	0.0006903477161
297	0.0006903110893
298	0.0006891628121
299	0.0006872034972
300	0.0006871961719
301	0.000686115388
302	0.0006861020521
303	0.0006861147619
304	0.0006861153254
305	0.0006860886536
306	0.0006860858987
307	0.0006844575287
308	0.0006830027758
309	0.0006809494845
310	0.0006808498095
311	0.0006808617054
312	0.000680860328
313	0.0006788924813
314	0.0006788127789
315	0.0006787887993
316	0.0006787536125
317	0.0006776604375
318	0.0006776556792
319	0.0006776644446
320	0.0006776644446
321	0.0006776644446
322	0.0006776644446
323	0.0006776644446
324	0.0006776644446
325	0.0006776644446
326	0.0006776644446
327	0.0006776644446
328	0.0006776644446
329	0.0006776644446
330	0.0006776644446
331	0.0006776644446
332	0.0006776644446
333	0.0006776644446
334	0.0006776644446
335	0.0006776644446
336	0.0006776644446
337	0.0006776644446
338	0.0006776644446
339	0.0006776644446
340	0.0006776644446
341	0.0006776644446
342	0.0006776644446
343	0.0006776644446
344	0.0006776644446
345	0.0006776644446
346	0.0006776644446
347	0.0006776644446
348	0.0006776644446
349	0.0006776644446
350	0.0006776644446
351	0.0006776644446
352	0.0006776644446
353	0.0006776644446
354	0.0006776644446
355	0.0006776644446
356	0.0006776644446
357	0.0006776644446
358	0.0006776644446
359	0.0006776644446
360	0.0006776644446
361	0.0006776644446
362	0.0006776644446
363	0.0006776644446
364	0.0006776644446
365	0.0006776644446
366	0.0006776644446
367	0.0006776644446
368	0.0006776644446
369	0.0006776644446
370	0.0006776644446
371	0.0006776644446
372	0.0006776644446
373	0.0006776644446
374	0.0006776644446
375	0.0006776644446
376	0.0006776644446
377	0.0006776644446
378	0.0006776644446
379	0.0006776644446
380	0.0006776644446
381	0.0006776644446
382	0.0006776644446
383	0.0006776644446
384	0.0006776644446
385	0.0006776644446
386	0.0006776644446
387	0.0006776644446
388	0.0006776644446
389	0.0006776644446
390	0.0006776644446
391	0.0006776644446
392	0.0006776644446
393	0.0006776644446
394	0.0006776644446
395	0.0006776644446
396	0.0006776644446
397	0.0006776644446
398	0.0006776644446
399	0.0006776644446
